ID,LABEL,RTN5,FIVE_DAY_GL,CLOSE,RSI2,RSI_CLOSE_3,PERCENT_RANK_100,RSI_STREAK_2,CRSI
2013-07-12:SPY,UP,2.75426,0.990986,167.51,99.8048,97.9538,41,98.8348,79.2629
2013-07-11:SPY,UP,3.81944,0.854037,167.44,99.7951,97.8949,97,97.7082,97.5344
2013-07-10:SPY,UP,2.46883,1.6708,165.19,98.9857,94.5082,41,95.5633,77.0238
2013-07-09:SPY,UP,2.33639,1.4534,165.13,98.9293,94.3464,77,91.6607,87.6691
2013-07-08:SPY,UP,2.20047,2.56786,163.95,97.637,90.7915,70,85.1137,81.9684
2013-07-05:SPY,UP,1.20437,2.75426,163.02,95.4942,86.248,94,75.494,85.2473
2013-07-03:SPY,UP,0.711877,3.81944,161.28,70.2928,64.2409,42,63.7965,56.6792
2013-07-02:SPY,DN,1.65847,2.46883,161.21,66.5269,62.6374,36,30.7333,43.1235
2013-07-01:SPY,UP,2.73781,2.33639,161.36,76.983,66.9247,72,56.5606,65.1618
2013-06-28:SPY,DN,0.848683,2.20047,160.42,54.6491,53.6787,25,25.0806,34.5865
2013-06-27:SPY,UP,1.05395,1.20437,161.08,82.8826,66.0628,72,91.0984,76.3871
2013-06-26:SPY,UP,-2.02508,0.711877,160.14,72.9196,56.5434,90,86.7333,77.7589
2013-06-25:SPY,UP,-4.32002,1.65847,158.58,47.6231,36.9882,88,82.4238,69.1374
2013-06-24:SPY,DN,-4.48796,2.73781,157.06,3.8803,10.9622,7,6.4709,8.14438
2013-06-21:SPY,DN,-2.51869,0.848683,159.07,8.66507,17.2395,33,11.3951,20.5449
2013-06-20:SPY,DN,-2.92918,1.05395,159.4,9.64096,18.3923,0,18.3939,12.262
2013-06-19:SPY,DN,1.051,-2.02508,163.45,31.2108,40.6093,5,26.5459,24.0517
2013-06-18:SPY,UP,1.61864,-4.32002,165.74,84.9332,74.5596,81,79.1914,78.2503
2013-06-17:SPY,UP,-0.218447,-4.48796,164.44,70.5397,62.7848,81,68.9177,70.9008
2013-06-14:SPY,DN,-0.98301,-2.51869,163.18,45.1437,46.9062,14,38.6062,33.1708
2013-06-13:SPY,UP,0.909482,-2.92918,164.21,69.7031,61.1174,99,75.3439,78.4871
2013-06-12:SPY,DN,0.297638,1.051,161.75,13.5208,24.8792,11,13.8796,16.5863
2013-06-11:SPY,DN,-0.281242,1.61864,163.1,27.5277,37.7514,7,23.7453,22.8322
2013-06-10:SPY,DN,0.273806,-0.218447,164.8,79.1619,66.7397,37,36.8371,46.859
2013-06-07:SPY,UP,0.825941,-0.98301,164.8,79.1619,66.7397,98,82.1062,82.282
2013-06-06:SPY,UP,-1.86938,0.909482,162.73,51.4273,43.0908,88,74.1709,68.4206
2013-06-05:SPY,DN,-2.39075,0.297638,161.27,8.4619,14.5083,4,22.8514,13.7866
2013-06-04:SPY,DN,-1.64762,-0.281242,163.56,27.6274,30.5555,15,34.1651,26.5735
2013-06-03:SPY,UP,-0.580727,0.273806,164.35,45.3408,40.98,74,67.6668,60.8822
2013-05-31:SPY,DN,-1.20882,0.825941,163.45,13.8934,20.3388,3,36.5653,19.968
2013-05-30:SPY,UP,-0.0602664,-1.86938,165.83,58.0635,53.0434,61,70.4469,61.4968
2013-05-29:SPY,DN,-1.16648,-2.39075,165.22,29.2305,35.2542,9,44.9353,29.7298
2013-05-28:SPY,UP,-0.377404,-1.64762,166.3,74.6901,63.7692,77,79.0589,73.276
2013-05-24:SPY,DN,-0.976399,-0.580727,165.31,11.8718,28.3565,32,12.9649,24.4405
2013-05-23:SPY,DN,0.0665296,-1.20882,165.45,14.3986,31.2347,18,21.4127,23.5491
2013-05-22:SPY,DN,-0.114375,-0.0602664,165.93,22.6706,40.6702,9,31.76,27.1434
2013-05-21:SPY,UP,1.17412,-1.16648,167.17,87.8911,84.7748,46,61.4585,64.0778
2013-05-20:SPY,DN,2.07289,-0.377404,166.93,83.2192,82.2978,37,27.6152,48.971
2013-05-17:SPY,UP,2.16021,-0.976399,166.94,83.8935,82.6714,88,49.2294,73.3003
2013-05-16:SPY,DN,1.51031,0.0665296,165.34,54.2107,66.4015,14,16.5854,32.329
2013-05-15:SPY,UP,1.70197,-0.114375,166.12,98.4234,95.5614,72,84.4953,84.0189
2013-05-14:SPY,UP,1.61747,1.17412,165.23,97.0515,93.335,94,73.7451,87.0267
2013-05-13:SPY,UP,1.0879,2.07289,163.54,83.0362,81.7395,44,59.8134,61.851
2013-05-10:SPY,UP,1.26418,2.16021,163.41,79.241,79.9507,56,45.3008,60.4172
2013-05-09:SPY,DN,1.95931,1.51031,162.88,61.8365,72.6759,23,14.3812,36.6857
2013-05-08:SPY,UP,3.19687,1.70197,163.34,97.2024,91.989,67,94.5492,84.5128
2013-05-07:SPY,UP,1.82866,1.61747,162.6,94.8189,88.7959,69,89.8204,82.5388
2013-05-06:SPY,UP,1.55681,1.0879,161.78,90.1869,84.1197,55,82.0219,73.7139
2013-05-03:SPY,UP,1.97801,1.26418,161.37,87.3623,81.5534,90,70.86,80.8044
2013-05-02:SPY,UP,0.775927,1.95931,159.75,70.7014,67.8806,88,57.7416,71.2074
2013-05-01:SPY,DN,0.253357,3.19687,158.28,27.0923,41.7722,8,23.141,24.3044
2013-04-30:SPY,UP,1.20421,1.82866,159.68,93.0304,86.3238,55,59.9648,67.0962
2013-04-29:SPY,UP,2.00423,1.55681,159.3,89.5928,83.0532,78,45.5145,68.8559
2013-04-26:SPY,DN,1.77515,1.97801,158.24,66.653,69.4802,31,14.7411,38.4071
2013-04-25:SPY,UP,2.84157,0.775927,158.52,94.0263,80.8889,66,96.4731,81.1207
2013-04-24:SPY,UP,1.78583,0.253357,157.88,88.7426,74.5114,45,93.4438,70.9851
2013-04-23:SPY,UP,0.235055,1.20421,157.78,87.9069,73.5935,92,88.5092,84.7009
2013-04-22:SPY,UP,0.676895,2.00423,156.17,69.9511,56.9546,69,81.5754,69.1767
2013-04-19:SPY,UP,-2.09068,1.77515,155.48,55.9288,47.5038,88,73.6147,69.7062
2013-04-18:SPY,DN,-3.17231,2.84157,154.14,19.4133,26.655,10,25.0188,20.558
2013-04-17:SPY,DN,-2.24365,1.78583,155.11,27.7288,32.9749,3,36.1003,24.0251
2013-04-16:SPY,UP,0.421053,0.235055,157.41,56.3401,52.7429,97,64.8032,71.5154
2013-04-15:SPY,DN,-0.697779,0.676895,155.12,10.2259,21.5104,0,12.811,11.4405
2013-04-12:SPY,DN,2.34597,-2.09068,158.8,67.57,73.6768,24,16.9952,38.224
2013-04-11:SPY,UP,2.13653,-3.17231,159.19,96.137,88.9111,60,92.6266,80.5126
2013-04-10:SPY,UP,2.21607,-2.24365,158.67,94.6209,86.414,94,86.7143,89.0428
2013-04-09:SPY,UP,-0.0446372,0.421053,156.75,80.4712,69.5173,64,77.823,70.4468
2013-04-08:SPY,UP,0.102531,-0.697779,156.21,69.0063,60.2474,80,66.67,68.9725
2013-04-05:SPY,DN,-0.963809,2.34597,155.16,27.7928,34.379,15,32.9506,27.4432
2013-04-04:SPY,UP,-0.211281,2.13653,155.86,49.9193,48.3676,68,66.6803,61.016
2013-04-03:SPY,DN,-0.614636,2.21607,155.23,21.9615,31.6908,8,31.7469,23.8125
2013-04-02:SPY,UP,1.20684,-0.0446372,156.82,74.311,69.4133,71,66.7255,69.0463
2013-04-01:SPY,DN,0.289203,0.102531,156.05,39.2432,50.322,18,25.9087,31.4103
2013-03-28:SPY,UP,1.4965,-0.963809,156.67,87.1264,75.6781,63,67.0054,68.5612
2013-03-27:SPY,DN,0.321151,-0.211281,156.19,75.6034,67.1297,41,45.3232,51.151
2013-03-26:SPY,UP,1.02193,-0.614636,156.19,75.6034,67.1297,85,67.5028,73.2108
2013-03-25:SPY,DN,-0.0129057,1.20684,154.95,42.1769,44.8911,18,36.3593,33.0835
2013-03-22:SPY,UP,-0.147597,0.289203,155.6,65.8095,58.7911,86,69.8106,71.5339
2013-03-21:SPY,DN,-1.51215,1.4965,154.36,26.5574,32.0213,9,44.0927,28.3713
2013-03-20:SPY,UP,-0.141107,0.321151,155.69,69.103,59.7978,83,76.809,73.2023
2013-03-19:SPY,DN,-0.687307,1.02193,154.61,11.61,24.2052,26,10.1156,20.107
2013-03-18:SPY,DN,-0.679357,-0.0129057,154.97,16.8293,30.1338,15,15.7928,20.3089
2013-03-15:SPY,DN,0.250901,-0.147597,155.83,36.3459,49.4056,14,21.9532,28.4529
2013-03-14:SPY,UP,1.25985,-1.51215,156.73,92.4376,89.2105,75,52.9138,72.3747
2013-03-13:SPY,UP,0.912621,-0.141107,155.91,74.5333,78.87,55,38.4454,57.4385
2013-03-12:SPY,DN,0.900901,-0.687307,155.68,61.8743,74.2565,27,11.1416,37.466
2013-03-11:SPY,UP,2.03374,-0.679357,156.03,99.5108,95.3843,67,98.7223,87.0356
2013-03-08:SPY,UP,2.18921,0.250901,155.44,98.9962,93.2147,69,97.4884,86.5677
2013-03-07:SPY,UP,2.09089,1.25985,154.78,97.5608,89.5524,60,95.143,81.5651
2013-03-06:SPY,UP,1.70496,0.912621,154.5,96.499,87.6701,57,90.889,78.5197
2013-03-05:SPY,UP,2.84629,0.900901,154.29,95.8159,86.4494,87,83.7905,85.7466
2013-03-04:SPY,UP,2.63087,2.03374,152.92,88.4928,76.2035,75,73.4463,74.8833
2013-03-01:SPY,UP,0.144842,2.18921,152.11,76.1557,66.1001,68,61.0034,65.0345
2013-02-28:SPY,DN,0.791118,2.09089,151.61,64.3633,58.923,32,26.6161,39.1797
2013-02-27:SPY,UP,0.376635,1.70496,151.91,75.5763,64.3746,95,78.595,79.3232
2013-02-26:SPY,UP,-2.10767,2.84629,150.02,45.8726,41.7328,82,68.266,63.9996
2013-02-25:SPY,DN,-2.04457,2.63087,149,19.432,24.4594,1,38.6725,21.3773
2013-02-22:SPY,UP,-0.262657,0.144842,151.89,63.0958,55.5851,89,72.4576,72.3476
2013-02-21:SPY,DN,-1.13704,0.791118,150.42,13.882,21.8708,14,20.1174,18.6627
2013-02-20:SPY,DN,-0.44731,0.376635,151.34,23.8237,32.0082,5,29.4426,22.1503
2013-02-19:SPY,UP,0.97516,-2.10767,153.25,92.8459,89.2903,84,54.8829,76.0578
2013-02-15:SPY,DN,0.204216,-2.04457,152.11,47.1585,62.8014,39,20.5639,40.7884
2013-02-14:SPY,UP,0.881028,-0.262657,152.29,95.1102,84.9075,59,85.9214,76.6096
2013-02-13:SPY,UP,0.654935,-1.13704,152.15,91.912,81.5378,58,76.6414,72.0597
2013-02-12:SPY,UP,0.642171,-0.44731,152.02,88.3847,78.5768,62,65.1583,68.5784
2013-02-11:SPY,DN,1.49124,0.97516,151.77,79.9965,73.0317,43,31.4684,49.1667
2013-02-08:SPY,UP,0.370272,0.204216,151.8,83.6197,74.5759,79,60.9229,71.4996
2013-02-07:SPY,DN,0.841683,0.881028,150.96,55.2333,57.9973,38,26.5467,40.848
2013-02-06:SPY,UP,0.726328,0.654935,151.16,69.5901,64.6934,56,78.0269,66.2401
2013-02-05:SPY,UP,0.258861,0.642171,151.05,67.249,63.1326,89,67.5337,73.2221
2013-02-04:SPY,DN,-0.353169,1.49124,149.54,30.5556,38.0856,6,37.8573,27.3143
2013-02-01:SPY,UP,0.658902,0.370272,151.24,82.7338,77.7117,91,69.7229,79.4782
2013-01-31:SPY,DN,0.194097,0.841683,149.7,23.7818,40.029,31,17.8821,29.637
2013-01-30:SPY,DN,0.468635,0.726328,150.07,40.319,54.8948,20,25.0228,33.3059
2013-01-29:SPY,UP,1.02595,0.258861,150.66,90.4864,90.7044,72,41.6578,68.1207
2013-01-28:SPY,DN,1.17306,-0.353169,150.07,74.8229,83.5509,36,12.6096,44.0535
2013-01-25:SPY,UP,1.52027,0.658902,150.25,99.9169,99.0551,80,97.9879,92.3477
2013-01-24:SPY,UP,1.6049,0.194097,149.41,99.618,97.7644,48,96.1033,80.6226
2013-01-23:SPY,UP,1.56388,0.468635,149.37,99.5822,97.6631,60,92.6712,83.4448
2013-01-22:SPY,UP,1.46969,1.02595,149.13,99.4188,97.1456,80,86.9034,88.0163
2013-01-18:SPY,UP,0.856735,1.17306,148.33,98.3305,94.3798,64,78.4065,78.9288
2013-01-17:SPY,UP,0.62551,1.52027,148,97.2803,92.3384,82,68.0382,80.7922
2013-01-16:SPY,DN,0.774397,1.6049,147.05,71.2309,74.7027,44,38.5163,52.4063
2013-01-15:SPY,UP,1.04431,1.56388,147.07,79.2178,77.1966,58,71.5691,68.9219
2013-01-14:SPY,DN,0.685072,1.46969,146.97,71.1231,74.3413,43,20.225,45.8554
2013-01-11:SPY,DN,0.47824,0.856735,147.07,88.3244,81.1123,44,28.9337,51.3487
2013-01-10:SPY,UP,0.926371,0.62551,147.08,89.4056,81.6079,86,81.7066,83.1048
2013-01-09:SPY,UP,-0.095851,0.774397,145.92,63.473,65.1372,66,73.7169,68.2847
2013-01-08:SPY,DN,2.2049,1.04431,145.55,40.083,56.9368,29,23.7871,36.5746
2013-01-07:SPY,DN,4.24195,0.685072,145.97,62.9683,69.2666,30,34.8078,44.6915
2013-01-04:SPY,UP,3.39785,0.47824,146.37,86.4807,80.3084,75,64.8555,73.388
2013-01-03:SPY,DN,2.80776,0.926371,145.73,80.7219,76.2741,31,38.1669,48.4803
2013-01-02:SPY,UP,2.60625,-0.095851,146.06,90.6803,82.0528,99,88.6668,89.9065
2012-12-31:SPY,UP,-0.266125,2.2049,142.41,70.6693,59.336,97,85.4606,80.5989
2012-12-28:SPY,DN,-3.50744,4.24195,140.03,2.21833,9.59026,6,3.88212,6.49079
2012-12-27:SPY,DN,-1.89202,3.39785,141.56,8.87823,20.1598,34,7.29133,20.4837
2012-12-26:SPY,DN,-2.4902,2.80776,141.75,10.9124,22.1839,21,12.9991,18.7277
2012-12-24:SPY,DN,-0.987689,2.60625,142.35,17.098,28.1299,26,21.3595,25.1631
2012-12-21:SPY,DN,0.478503,-0.266125,142.79,21.5841,32.3718,2,31.4837,21.9519
2012-12-20:SPY,UP,1.74578,-3.50744,145.12,70.6962,69.2239,82,59.8546,70.3595
2012-12-19:SPY,DN,0.543516,-1.89202,144.29,50.7274,57.8207,9,26.9335,31.2514
2012-12-18:SPY,UP,1.34551,-2.4902,145.37,91.1295,85.2077,91,69.9632,82.057
2012-12-17:SPY,UP,0.912473,-0.987689,143.77,78.3664,72.2051,92,59.0628,74.4227
2012-12-14:SPY,DN,-0.217666,0.478503,142.11,14.6968,29.0974,21,10.1562,20.0845
2012-12-13:SPY,DN,0.457811,1.74578,142.63,27.2651,43.0363,15,12.6812,23.5725
2012-12-12:SPY,UP,1.42049,0.543516,143.51,98.6461,93.651,53,97.6623,81.4378
2012-12-11:SPY,UP,1.55044,1.34551,143.44,98.4887,93.2287,84,95.516,90.9149
2012-12-10:SPY,UP,0.721103,0.912473,142.47,92.2378,82.4353,50,91.7104,74.7152
2012-12-07:SPY,UP,0.182893,-0.217666,142.42,91.3116,81.4174,71,85.5996,79.339
2012-12-06:SPY,UP,-0.0985083,0.457811,141.98,81.7084,71.8457,73,77.1935,74.0131
2012-12-05:SPY,UP,0.0282765,1.42049,141.5,53.9381,54.9812,64,67.7934,62.2582
2012-12-04:SPY,DN,0.655598,1.55044,141.25,23.8188,43.1589,34,15.6335,30.9308
2012-12-03:SPY,DN,0.283587,0.721103,141.45,32.2553,50.1881,20,21.4135,30.5339
2012-11-30:SPY,UP,0.573046,0.182893,142.16,86.8711,81.667,51,82.1824,71.6165
2012-11-29:SPY,UP,1.91466,-0.0985083,142.12,86.2135,81.2247,77,72.3872,76.8706
2012-11-28:SPY,UP,1.63086,0.0282765,141.46,76.5053,74.442,87,61.92,74.454
2012-11-27:SPY,DN,0.862503,0.655598,140.33,40.8464,56.5086,21,11.7272,29.7453
2012-11-26:SPY,DN,3.43184,0.283587,141.05,79.0877,80.5029,32,15.0287,42.5105
2012-11-23:SPY,UP,4.1636,0.573046,141.35,98.2512,91.2678,92,96.6989,93.3222
2012-11-21:SPY,UP,2.58957,1.91466,139.45,92.4845,79.9446,65,93.9666,79.6371
2012-11-20:SPY,UP,1.01604,1.63086,139.19,90.2948,77.2537,54,89.707,73.6536
2012-11-19:SPY,UP,0.621972,0.862503,139.13,89.9572,76.7743,97,84.0911,85.9552
2012-11-16:SPY,UP,-1.2956,3.43184,136.37,49.7611,34.3268,78,78.1231,63.4833
2012-11-15:SPY,DN,-1.69516,4.1636,135.7,2.29528,6.74434,34,12.3938,17.7127
2012-11-14:SPY,DN,-2.71257,2.58957,135.93,2.73955,7.46153,4,19.8479,10.4365
2012-11-13:SPY,DN,-3.6164,1.01604,137.79,12.6038,17.487,25,28.3834,23.6235
2012-11-12:SPY,UP,-2.52379,0.621972,138.27,23.5411,22.7447,57,79.9683,53.2377
2012-11-09:SPY,UP,-2.40181,-1.2956,138.16,15.0992,19.0251,58,71.264,49.4297
2012-11-08:SPY,DN,-3.35364,-1.69516,138.04,9.65838,16.0869,5,17.4762,12.8544
2012-11-07:SPY,DN,-1.15317,-2.71257,139.72,17.5157,24.325,0,25.4002,16.5751
2012-11-06:SPY,UP,1.13902,-3.6164,142.96,81.2685,71.2122,85,79.4063,78.5395
2012-11-05:SPY,UP,0.296967,-2.52379,141.85,50.2517,48.5714,64,68.103,60.2248
2012-11-02:SPY,DN,0.382924,-2.40181,141.56,36.5207,40.4083,9,29.2954,26.2346
2012-11-01:SPY,UP,0.99703,-3.35364,142.83,92.3092,75.3056,90,74.7957,80.0338
2012-10-31:SPY,DN,-1.43644,-1.15317,141.35,30.0263,24.9532,42,58.797,41.9167
2012-10-26:SPY,DN,-1.42269,1.13902,141.35,30.0263,24.9532,40,39.6399,34.8644
2012-10-25:SPY,UP,-3.01056,0.296967,141.43,33.7161,26.2385,66,74.0857,55.4414
2012-10-24:SPY,DN,-3.54309,0.382924,141.02,3.24998,10.485,29,25.5922,21.6924
2012-10-23:SPY,DN,-2.83084,0.99703,141.42,4.18925,12.1764,3,37.1917,17.456
2012-10-22:SPY,UP,-0.465019,-1.43644,143.41,14.9034,26.1881,45,68.0224,46.4035
2012-10-19:SPY,DN,0.34992,-1.42269,143.39,13.7955,25.6146,2,15.4643,14.3596
2012-10-18:SPY,DN,1.71596,-3.01056,145.82,65.9831,69.1096,29,21.2987,39.8028
2012-10-17:SPY,UP,2.03797,-3.54309,146.2,93.6974,83.9756,70,86.778,80.2512
2012-10-16:SPY,UP,0.929265,-2.83084,145.54,90.0785,78.6605,88,78.5255,81.7287
2012-10-15:SPY,UP,-1.07113,-0.465019,144.08,72.8108,58.2277,85,68.7837,70.6705
2012-10-12:SPY,DN,-2.22389,0.34992,142.89,6.47441,12.9212,26,42.8645,27.2619
2012-10-11:SPY,UP,-1.89557,1.71596,143.36,12.4943,18.0863,52,73.2921,47.7928
2012-10-10:SPY,DN,-1.2475,2.03797,143.28,4.97479,14.1941,17,7.94913,13.0477
2012-10-09:SPY,DN,-0.207612,0.929265,144.2,9.83367,22.3279,7,11.4512,13.593
2012-10-08:SPY,DN,0.893661,-1.07113,145.64,41.7345,55.5366,24,14.6862,31.4076
2012-10-05:SPY,UP,1.50726,-2.22389,146.14,95.5466,84.6965,43,96.316,74.6708
2012-10-04:SPY,UP,1.03014,-1.89557,146.13,95.4884,84.5886,79,93.1373,85.5753
2012-10-03:SPY,UP,1.24913,-1.2475,145.09,85.9347,69.8521,71,87.9299,76.2607
2012-10-02:SPY,UP,0.277585,-0.207612,144.5,64.7782,52.7725,57,80.5511,63.4412
2012-10-01:SPY,UP,-0.892551,0.893661,144.35,56.4514,47.756,67,71.9892,62.2484
2012-09-28:SPY,DN,-1.30253,1.50726,143.97,37.8364,36.3348,25,49.9604,37.0984
2012-09-27:SPY,UP,-1.41095,1.03014,144.64,60.7165,48.9006,86,82.3369,72.4125
2012-09-26:SPY,DN,-2.31766,1.24913,143.3,0.62068,5.1763,23,7.0105,11.7289
2012-09-25:SPY,DN,-1.71873,0.277585,144.1,1.14233,7.8496,8,12.2232,9.35761
2012-09-24:SPY,DN,-0.74281,-0.892551,145.65,6.1479,23.5781,36,19.457,26.345
2012-09-21:SPY,DN,-0.930454,-1.30253,145.87,8.92257,29.0945,22,27.6338,26.2428
2012-09-20:SPY,UP,0.081861,-1.41095,146.71,64.4746,71.9332,45,74.7626,63.8986
2012-09-19:SPY,UP,1.59983,-2.31766,146.7,63.1074,71.6013,53,64.7401,63.1138
2012-09-18:SPY,DN,1.88312,-1.71873,146.62,56.3946,69.6899,42,12.7894,41.4931
2012-09-17:SPY,DN,2.25071,-0.74281,146.74,65.3067,74.7189,28,16.9522,39.8904
2012-09-14:SPY,UP,2.01621,-0.930454,147.24,97.3611,93.4511,70,91.0048,84.8186
2012-09-13:SPY,UP,1.96147,0.081861,146.59,96.1248,91.6332,91,84.0275,88.8869
2012-09-12:SPY,UP,2.46966,1.59983,144.39,81.2911,77.6077,69,73.9083,73.5053
2012-09-11:SPY,UP,2.04212,1.88312,143.91,67.8774,70.3871,68,61.811,66.7327
2012-09-10:SPY,DN,1.66478,2.25071,143.51,54.1932,63.9245,24,28.7994,38.9079
2012-09-07:SPY,UP,2.73329,2.01621,144.33,96.1979,91.094,71,81.8912,81.3284
2012-09-06:SPY,UP,1.59706,1.96147,143.77,94.8295,88.9571,97,73.8595,86.6055
2012-09-05:SPY,DN,-0.346535,2.46966,140.91,36.0903,39.6798,42,21.9019,34.5273
2012-09-04:SPY,DN,-0.360322,2.04212,141.03,47.383,45.3391,41,32.7516,39.6969
2012-08-31:SPY,UP,-0.247332,1.66478,141.16,57.0529,50.5456,71,64.9026,62.1494
2012-08-30:SPY,DN,-0.127959,2.73329,140.49,9.41433,18.3167,18,31.0691,22.462
2012-08-29:SPY,UP,-0.218587,1.59706,141.51,60.4825,54.0979,55,59.9784,56.3588
2012-08-28:SPY,DN,-0.25395,-0.346535,141.4,44.145,46.5978,41,25.1595,37.5858
2012-08-27:SPY,UP,-0.457135,-0.360322,141.54,59.9055,54.0978,50,72.4021,58.8333
2012-08-24:SPY,UP,-0.471234,-0.247332,141.51,58.3108,53.0175,74,59.8311,62.2829
2012-08-23:SPY,DN,-0.929643,-0.127959,140.67,5.93118,16.2071,19,26.2271,20.4781
2012-08-22:SPY,UP,0.61724,-0.218587,141.82,42.3831,56.8854,52,45.0857,51.3237
2012-08-21:SPY,DN,0.688969,-0.25395,141.76,31.3819,52.7614,34,14.26,33.6738
2012-08-20:SPY,UP,1.00874,-0.457135,142.19,99.3708,97.167,48,90.2612,78.4761
2012-08-17:SPY,UP,0.951434,-0.471234,142.18,99.3546,97.1296,58,82.4797,79.2031
2012-08-16:SPY,UP,0.981438,-0.929643,141.99,99.1446,96.5522,79,70.8234,82.1252
2012-08-15:SPY,UP,0.327425,0.61724,140.95,92.1839,87.0367,57,56.2798,66.7722
2012-08-14:SPY,UP,0.334949,0.688969,140.79,79.1052,81.9185,50,41.766,57.8948
2012-08-13:SPY,DN,0.823664,1.00874,140.77,76.6648,81.3033,48,12.8271,47.3768
2012-08-10:SPY,UP,1.06925,0.951434,140.84,96.3601,88.3139,58,98.403,81.5723
2012-08-09:SPY,UP,2.90544,0.981438,140.61,93.702,85.5926,57,96.9491,79.8473
2012-08-08:SPY,UP,2.10771,0.327425,140.49,92.2199,84.3229,57,94.4003,78.5744
2012-08-07:SPY,UP,1.89529,0.334949,140.32,90.6636,82.8995,71,90.3832,81.4276
2012-08-06:SPY,UP,0.677819,0.823664,139.62,84.1257,77.2224,61,85.0044,74.4089
2012-08-03:SPY,UP,0.483127,1.06925,139.35,81.6471,75.0964,97,79.1828,83.7597
2012-08-02:SPY,DN,0.345157,2.90544,136.64,15.2038,33.6718,22,6.87733,20.8497
2012-08-01:SPY,DN,2.70976,2.10771,137.59,41.604,55.0859,48,12.1544,38.4134
2012-07-31:SPY,DN,2.82237,1.89529,137.71,46.7286,58.203,21,19.72,32.9743
2012-07-30:SPY,DN,2.65749,0.677819,138.68,93.0558,83.737,50,28.6309,54.1227
2012-07-27:SPY,UP,1.6194,0.483127,138.68,93.0558,83.737,97,88.8622,89.8664
2012-07-26:SPY,UP,-1.13265,0.345157,136.17,80.6379,67.1761,94,82.8486,81.3416
2012-07-25:SPY,UP,-2.48235,2.70976,133.96,8.99324,18.4014,54,76.5061,49.6359
2012-07-24:SPY,DN,-1.78205,2.82237,133.93,6.64874,17.2892,17,9.78135,14.6902
2012-07-23:SPY,DN,-0.251052,2.65749,135.09,13.2462,26.655,12,15.1652,17.9401
2012-07-20:SPY,DN,0.530387,1.6194,136.47,32.3263,46.7335,14,20.9235,27.219
2012-07-19:SPY,UP,3.16081,-1.13265,137.73,94.4074,86.3058,62,86.9683,78.4247
2012-07-18:SPY,UP,2.39267,-2.48235,137.37,92.293,83.6723,80,78.4756,80.716
2012-07-17:SPY,UP,1.65499,-1.78205,136.36,83.5897,74.5007,77,68.0719,73.1908
2012-07-16:SPY,DN,0.0812888,-0.251052,135.43,65.8182,61.0803,41,38.2022,46.7608
2012-07-13:SPY,UP,0.191896,0.530387,135.75,80.8889,69.467,95,71.7768,78.7479
2012-07-12:SPY,DN,-2.39784,3.16081,133.51,3.76472,15.0062,24,49.6525,29.5529
2012-07-11:SPY,UP,-2.36518,2.39267,134.16,9.08297,22.9121,51,81.6589,51.857
2012-07-10:SPY,DN,-1.73614,1.65499,134.14,7.06316,22.0699,14,5.57541,13.8818
2012-07-09:SPY,DN,-0.580413,0.0812888,135.32,20.495,38.7003,45,9.52775,31.076
2012-07-06:SPY,DN,2.03329,0.191896,135.49,23.7481,41.7196,13,14.759,23.1595
2012-07-05:SPY,DN,2.71833,-2.39784,136.79,60.413,69.2726,23,20.3439,37.5388
2012-07-03:SPY,UP,4.11426,-2.36518,137.41,95.6148,87.685,76,83.6566,82.4472
2012-07-02:SPY,UP,3.95218,-1.73614,136.51,92.4011,83.4203,65,73.2508,73.8904
2012-06-29:SPY,UP,1.98561,-0.580413,136.11,90.9228,81.5246,99,60.758,80.4275
2012-06-28:SPY,DN,0.264271,2.03329,132.79,52.8876,49.7032,39,26.3709,38.358
2012-06-27:SPY,UP,-1.70505,2.71833,133.17,69.5707,57.2239,86,76.9308,73.3849
2012-06-26:SPY,UP,-2.74134,4.11426,131.98,39.8726,37.4713,74,66.0975,59.1896
2012-06-25:SPY,DN,-2.29167,3.95218,131.32,17.5605,24.5972,4,36.0808,21.5593
2012-06-22:SPY,UP,-0.506933,1.98561,133.46,44.0776,44.3239,82,64.7411,63.6883
2012-06-21:SPY,DN,-0.771709,0.264271,132.44,12.6391,25.2832,1,12.7792,13.0208
2012-06-20:SPY,DN,2.58196,-1.70505,135.48,77.9028,78.889,41,16.94,45.6097
2012-06-19:SPY,UP,2.09148,-2.74134,135.7,95.8028,87.8781,86,91.0656,88.3146
2012-06-18:SPY,UP,2.26754,-2.29167,134.4,86.9296,78.005,61,84.1145,74.3732
2012-06-15:SPY,UP,0.781367,-0.506933,134.14,83.4256,75.3254,74,74.0004,74.4419
2012-06-14:SPY,UP,1.07535,-0.771709,133.47,74.6798,68.7942,88,61.8582,72.8841
2012-06-13:SPY,DN,0.0757748,2.58196,132.07,43.5693,50.5667,17,28.4373,32.0013
2012-06-12:SPY,UP,2.98288,2.09148,132.92,69.4876,66.2235,90,50.6103,68.9446
2012-06-11:SPY,DN,2.59173,2.26754,131.42,35.7784,46.8701,6,19.0521,23.9741
2012-06-08:SPY,UP,3.85456,0.781367,133.1,93.8259,81.9164,84,94.6478,86.8547
2012-06-07:SPY,UP,0.441165,1.07535,132.05,87.4763,73.7326,53,91.1273,72.62
2012-06-06:SPY,UP,0.159381,0.0757748,131.97,86.9657,73.1146,99,86.7791,86.2979
